"","his_data_2013.his_all_comments.textOriginal"
"3082","this came out a few weeks before sandy hook happened"
"3083","Sandy hook should have been number 1"
"3084","I think we all saw columbine coming"
"3085","lol says the nation that murdered 2 full cities. i smile at the death toll in your country :)"
"3086","Politicians blame video games because the politicians who create legislation that is exposed to help children and adults, fail at it.  Instead of realizing that it's their fault, they have to find someone to blame it on.  There have been violent movies around for ages, and that made people no different.  Kids would run around pretend to kill each other, and were still doing that only in a different manner."
"3087","Yup, I'd like to know what video games people were playing from 4000bc till 1950ad that made them killers. :)"
"3088","oh wait, you almost had me there."
"3089","Music in the video is unfitting..."
"3090","oh sorry i thought you were a little wuss because you used two mouths in the smiley"
"3091","i was sarcastic... "
"3092","Even if they were to make firearms illegal they won't just disappear over night dumbass. Marijuana and cocaine are both illegal, you see how well that is working..
"
"3093","natural born killers clip in the columbine part haha"
"3094","Al-CIAda"
"3095","Who came up with this one?"
"3096","manson ""nothing.... I would just listen"" damn strong words for someone that weak reporter sees as an outcast. "
"3097","FOI POUCO PRA SOCIEDADE AINDA NÃO APRENDERAM COM ISSO"
"3098","FOI POUCO PRA SOCIEDADE AINDA NÃO APRENDERAM COM ISSO"
"3099","You sound like an angry chubby kid."
"3100","They still do executions....?"
"3101","she should be in prison for even saying that dumb shit."
"3102","my computer decided to spaz out and post the comment before I had finished. Regardless you are a stupid ignorant uneducated fucktard and I sincerely hope someone runs you down with a bus "
"3103","obv us what other country have such huge ammount uneducated freaks  and allmost free access  to get guns go go let them kill each other and after lets blame chicken nuggets  poo"
"3104","Hahahahaha try telling my friend u get housing yea u can get a house off the governement if u wait ten years if u dont have somehwere to live and from what ive seen the american poverty rate is between 16 and 21 % Britians is between 13 and 18 %. And i dnt care where ur from"
"3105","Greed"
"3106","My husband shot and killed 22 people. I blame McDonald's chicken nuggets. - My IQ just fell by 30 points.."
"3107","Video games have nothing in relation to killing. People who uses video games as an excuse is retard.

Those kids that play games and think its okay to kill in real life already has predetermined mental retardation. "
"3108","Also what is this about Pakistan and Iraq? You do know I'm not from the US don't you? I have told you enough times. "
"3109","You just showed how little you really know my friend. Have a look at the US poverty statistics and you will get a grim picture. In the UK the poor are babysat. You can have no job but can still live in a government sponsored house and the government will pay for the food and you will still be given extra money to play with. Its the biggest gripe of most tax payers in the UK that there money is spend on full time dropouts. The same is no so true for the US. "
"3110","i totally agree and people who think sandy hook is a hoax are sick"
"3111","And yet again another American who is either lying ,cant be bothered to check british murder rates or been badly misinformed. british murder rates are at a 30 year low and last year our vioent crimes fell by over 17 per cent we have the largest drop in any European country.there were 734 murders in 1997 before the gun ban came in and last year we had 550 and have had less than 700 murders in the last 5 years please do some research and come back to me. U are seriously wrong"
"3112","It is people can get involved and help change things like Dr. King or Malcolm X its possible because of the kind of government we have."
"3113","I'm pretty sure newtown is by far the worst not that this is a contest or anything"
"3114","I want to defend my country with this reply but what can I say there are very stupid people in this country but I can say that about any where at least im not in somalia"
"3115","Yep that's why UK's murder rate had doubled and the US's has gone down by 48% since the 90's. "
"3116","The UK's murder rate has doubled since they banned handguns. "
"3117","Daaammmnnnn you're ignorant."
"3118","criminalize gunfree zones"
"3119",".....""you are an ignorant""? I think that sums up your intellectual potential right there."
"3120","I care because you happen to be the most influential country in the world and what happens there seem to affect the rest of us. with all due offence you are an ignorant "
"3121","why does  almost every killer  kils himself    "
"3122","well that's a fair point please take into consideration I was frustrated by the ignorant comment before and meant no dis-respect and am terribly sorry that you were offended by my comment
"
"3123","He refused to shave his beard so his court trials was delayed  did any one else find that funny?"
"3124","5:batman premiere shooting in colorado.   4: texas fertillizer explodes.    3: boston bombings in a marathon    2: 9/11 in new york new york (stupid terrorist)   and 1: sandy hook elemtry students shooting these kids had a life ahead of them and now they cant"
