"","his_data_2017.his_all_comments.textOriginal"
"3970","One time I was in afterschool band practice for Jazz Band with my best friend, teacher, and like 2 other students (not a lot of people liked band when i was in middle school) and we were just chilling since there wasn't a lot of people. Me and my friend both played clarinet so we were just practicing things and all of a sudden they call a code red. (lockdown) now idk if this is all schools but drills arent allowed for afterschools, there never was drills. only during actual school hours. so obviously we freaked out and we went into the room where all the percussion instruments were and played im going on a picnic. just to kinda distract and calm us; but me and my friend were planning on what to do if the schooter came in, and how we had all this stuff to attack them with. after all of that pressure and drama they called it clear and we went out, the next day i had asked my teacher what happened and she said an angry parent was on campus. 







w h y"
"3971","Yup put the kids all in one corner, makes spraying them down much easier lmao"
"3972","I sneak  out  my  room  to  see  if  theres  shooters then  i  go  out  and  theres  shooters  i  always  doge  them  and  punch  them  so  hard  then  i  steel  there  guns i  did  this  one  time  and  did  not  even  got  an  trouble"
"3973","this  is  why  i  never go  to  school  not  lieing"
"3974","Pause at thirty nine seconds and look at the lady next to the one in the white is that the girl from bf vs gf if not it looks a lot like her"
"3975","when they mentioned columbine i died"
"3976","i am scared"
"3977","I'm fuc*ed if this happens during 3 period I'm already in lunch"
"3978","Why doesn't America ban guns lol"
"3979","No one here hmmm I'll got home 
This drill is made selfishly it's made to get other rooms shot"
"3980","This is how people in 9/11 died 
Columbine died
Sandy hook died

STAYING IN A PLACE OF TRAGEDY IS NOT SAFE RUN THREW AN EXIT AND IF YOU DIE THEN IT WAS YOUR DAY BUT IF NOT CONGRATS YA MADE"
"3981","fuck that I'm already gone when the shit pops off"
"3982","I think the rule should be run, duck, cover, fight back"
"3983","That teacher towards the end took down a man almost double her size; exactly why don't come between a teacher and his/her students."
"3984","thank you for keeping us safe.😘"
"3985","The quiet Asian kid will shoot the kids who roast his shoes"
"3986","It's kinda dumb they just pack like 20 kids in a corner tbh it's like shooting fish in a barrel"
"3987","instead of all this bullshit of teaching teachers how to take down a shooter, there should be armed officers in the school. We have one at my school and he's a super cool guy, and I feel much safer with him being there. Anyone of these unarmed teachers as much as they try to practice will have no chance of taking down a shooter in a real world situation."
"3988","this shits funny."
"3989","Thank god im canadian"
"3990","Damn I would treat this like hide & seek tag but I wouldn't be in the school I would be running out side "" TO GET AWAY FROM THE SHOOTER"" not stay reliningon a door to separate us from the shooter"
"3991","We have like 5 drills every year, c'mon"
"3992","If i was a kid in this situation im taking the chair breaking the window and getting myself and anyone who wants to run for life with me out of there."
"3993","Gonna make this look better than the columbine"
"3994","Sandy hook"
"3995","how to troll someone 


Read more"
"3996","I support this so fucking much."
"3997","1:23 how come I ain't her husband "
"3998","Pfff dont give people guns that could properly kill people stupid Americans"
"3999","why hide in the classrooms those desks won't do anything the kids aren't being prepared here the school shooter knows everyone is hiding in the classrooms."
"4000","What's the point of a drill if you inform them beforehand? 

Most school shooters are going to just come on in with no warning. The fuck you gonna do then?"
"4001","a real one is probably going to happen at my school tommarow"
"4002","my gay ass school never says if it's a drill or not and it makes me want to suplex the announcer, the ugly whore. like come on, tell us before i contemplate whether i'm going to heaven or hell if i die

edit: do they think tennis balls will stop a school shooter?"
"4003","If I heard a gunshot or 2...I'd run to my pencil box, grabs scissors, lock the door, and stand in front of everybody. I'd probably get my friend's scissors because they are HUGEEEE. And as soon as he breaks in..throw the scissors, if I miss, jump out the freaking window."
"4004","I would fucking run fast af toward the shooter and beat the fuck outta the person"
"4005","Of course this is in Tampa, Florida, where I live. Jeeeeeez"
"4006","our middle school is nothing like that, we simply hide like shown and that's it, they jiggle the locks as well but that's it pretty much"
"4007","I wish my teacher was like that 😂😂"
"4008","murica... kids and parents bitching for using guns in a drill fucking pussys"
"4009","Our longest DRILL was 5 1/2 hours. We could use our phones and they provided us with headphones to keep us calm."
"4010","stereo type shooter: oh the lights are off guess nobodys ther. real one: shoots lock and shoots everybody even though the lights were off"
"4011","it helps them"
"4012","One time there was a practice lockdown.......andddddd.........one of the men came in the class.....soooo....I grabbed a ruler and started to hit his head and smacked his head with the ""gun"".......andddddd.......my friends joined me and by the time the principal came in.....the ""shooter"" was on the floor holding his head :P"
"4013","what has America actually come to, they now have to perform ""lockdown drills"" so they can prepare for a school shooting! maybe guns are too commonly available maybe something should be done about that. maybe the right wing lobbyist should stop funding the NRA under the false notion of protecting their 2nd amendment right which is ridiculous as this is the 21st century with morels and laws its not the wild west where you settle problems with a shootout. look at country's with extremely strict gun laws how many school shootings do they have, virtually zero and they do not have to perform lockdown drills as they do not live in a society of fear mongering and fear tactics to make big gun manufactures lots of money. although after all I have said its probably too late for America anyways as there's simply too many guns already in circulation and they can probably never get rid of them because of the sheer numbers and the fact that people are too scared to stand up the ""patriots""who for some reason need guns."
