"","his_data_2014.his_all_comments.textOriginal"
"1591","Example: A world were any weapons can be bought in society. Kid one brings a small handgun. The other kid scared say's mom, my friend Jimmy has a handgun can I have a machine gun..sure Michael. Then Adam who is scared say's to his mom, Jimmy has a handgun & Michael has a machine gun, can I have 3 machine guns..sure Michael. Another kid (Samuel) from another school is threatened by all the other kids weapon's..I know I will get a rocket launcher. Samuel has a bad day in school and blames it on Jimmy,Adam & Michael and any other kids around them. So lets use this rocket launcher kabooommmmm!!!!
Following week damn Samuel had a rocket launcher, I want a 10 handguns,10 machine guns, a few grenades..no one is going to mess with me."
"1592","you have a very good point there and I completely agree with you on that one "
"1593","+T Smoove
 whilst that is a very valid point we are not talking about mexico here. In america they do not have a high rate of kidnap for cash. people do not need personal protection and in fact if they are allowed to carry in public the likelihood is the time they would need it most is when they have a gun pointed at them which is a bad time to try to pull your own weapon. in the uk we can own shotguns for hunting. if someone breaks in a shotgun is going to be either a good deterrent or a good tool for creating a new opening in someone. what a shotgun is not good for is massacres as its poor at distance has two shots and cant be reloaded quickly. anyone not feeling safe because they only have a shotgun has alot of issues. just ban everything but shotguns and incidents will fall through the floor and home owners will still be protected"
"1594","+needsmetal
I fully agree with that and believe if they didnt get fame there would not be so many however history is history and media is media thats not going to change. criminals are not usually the ones doing school shootings if guns were banned regular kids would not have access to them. it would take time but it is in fact the only solution unless you can think of another?"
"1595","Or even for school shootings i mean... mostly bullying and harrassing people will start depression witch makes them think that they want to commit suicide and his enemies, but doesn't it seem its usually their family and friends they kill first i mean :/ it makes sense"
"1596","+animegal74 Ohhh "
"1597","+Phenom No no I meant the one that happened...before the Revolutionary War"
"1598","Bombings, not shootings.  If you mean the marathon that is.  "
"1599","wow so how about parks schools fast food diners and all the other places mass shootings happen you must not go anywhere? there are exits in a theater and the dark makes it harder to aim at people so you stand a better chance"
"1600","+camopaint0707
 i love you"
"1601","get over it"
"1602","+ravishingelite thanks"
"1603","+SaoudLaconic infamous : well-known for being bad : known for evil acts or crimes
: causing people to think you are bad or evil
Reece is correct"
"1604","+Reece noone nah , Infamous means something that should be famous
example : this infamous actor should be known more for his great acting
correct me if I'm wrong please :)"
"1605","+Reece noone That was the whole point of my question."
"1606","Infamous means famous for doing wrong, Famous means famous for doing good."
"1607","I hate when people blame video games for this shit. It has been proven by (big scary word coming up) SCIENCE and scientific studies several times that video games have no ties to violence in people."
"1608","Sandyhook"
"1609","I figured they would leave sandy hoax out of it, we all are starting to realize that was a joke."
"1610","I wish we could banned all guns."
"1611","Ass hole white boy! Suck my big black dick."
"1612","America yay...mainly white men with problems so they take it out on society"
"1613","I am a little ashemed by this but... If you look here in youtube for ""Mexican Shootout"" you might see that this top 10 is no big deal"
"1614","wild west"
"1615","I am not angry anymore. I am empty. I think I'm going to play some piano now, get off the internet, think about the kids in Jokela. Have some tea.
 This is 12 min after the last one, since it won't show after a while"
"1616","Ok, before I watch this or read any comments let me say this:

You. Can't. Talk. About. Everything. In. Top. Ten. Form. With. The. Same. Logo. And. Opening. And. The. Same. Slightly. Sarcastic. Announcer.

this is surreal. like one of those fake hollywood reports in a film satirizing the decadence of american culture. Top 10 literally means the 10 best. What matter what the next 6 minutes entail, you have monetized these tragic events for a few clicks, a bit of ad revenue and, if you're lucky, some juicy contovercy.

All right. On with the video.


EDIT: *scrolls up to watch when* YOU MADE A SEQUEL!!! YOU MADE A FUCKING SEQUEL YOU FUCKING GODLESS FUCKING FUCKS. FUCK YOU!! PEOPLE HAVE DIED, AND NOT IN A FUNNY, FICTIONAL OR MEANINGFUL WAY. THESE ARE SENSELESS DEEDS OF VIOLENCE, WHICH YOU ARE RAISING ON A PEDESTAL AND GLORIFYING. I HATE YOU I HATE YOU I HATE YOU I HATE WHAT YOU HAVE DONE!!!!!!!!!!

and now to the video"
